Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas9422     Pavarde9422    6     	1     	6     	8     	2     	10    	8     	4     	7     	4     	4     	6     	10    	10    	9     	9     	
Vardas9423     Pavarde9423    1     	8     	1     	9     	8     	3     	7     	10    	4     	10    	5     	3     	3     	1     	10    	9     	
Vardas9424     Pavarde9424    9     	6     	4     	1     	9     	1     	9     	1     	1     	10    	9     	10    	2     	7     	5     	3     	
Vardas9425     Pavarde9425    8     	1     	4     	1     	1     	6     	4     	3     	3     	8     	2     	2     	6     	7     	4     	6     	
Vardas9426     Pavarde9426    2     	9     	1     	6     	8     	2     	1     	7     	6     	10    	8     	9     	5     	9     	1     	8     	
Vardas9427     Pavarde9427    3     	6     	9     	3     	7     	5     	2     	5     	2     	5     	9     	6     	2     	6     	6     	6     	
Vardas9428     Pavarde9428    8     	4     	10    	10    	7     	2     	9     	9     	3     	10    	6     	10    	4     	6     	2     	8     	
Vardas9429     Pavarde9429    10    	3     	7     	10    	8     	10    	3     	5     	5     	9     	10    	6     	3     	8     	4     	6     	
Vardas9430     Pavarde9430    10    	2     	10    	3     	7     	9     	5     	6     	2     	8     	5     	4     	1     	8     	10    	1     	
Vardas9431     Pavarde9431    2     	6     	10    	4     	3     	10    	6     	8     	1     	3     	1     	6     	7     	9     	8     	2     	
Vardas9432     Pavarde9432    4     	6     	8     	8     	7     	1     	2     	2     	7     	8     	9     	10    	10    	10    	4     	4     	
Vardas9433     Pavarde9433    2     	8     	2     	4     	6     	3     	7     	3     	10    	5     	1     	10    	2     	7     	8     	2     	
Vardas9434     Pavarde9434    8     	1     	1     	5     	9     	3     	5     	3     	4     	3     	7     	10    	2     	6     	4     	9     	
Vardas9435     Pavarde9435    3     	4     	4     	8     	6     	4     	4     	1     	7     	3     	5     	1     	10    	2     	5     	4     	
Vardas9436     Pavarde9436    5     	3     	6     	7     	3     	3     	4     	8     	3     	7     	8     	10    	8     	10    	1     	3     	
Vardas9437     Pavarde9437    8     	2     	10    	7     	2     	5     	6     	10    	5     	8     	10    	9     	1     	4     	1     	3     	
Vardas9438     Pavarde9438    4     	2     	10    	8     	2     	10    	10    	2     	3     	3     	2     	8     	3     	2     	5     	7     	
Vardas9439     Pavarde9439    9     	4     	8     	7     	6     	1     	3     	9     	8     	7     	8     	8     	5     	10    	4     	1     	
Vardas9440     Pavarde9440    9     	6     	7     	6     	10    	8     	8     	3     	10    	4     	10    	3     	2     	5     	1     	5     	
Vardas9441     Pavarde9441    6     	7     	3     	1     	7     	1     	6     	1     	6     	4     	2     	4     	3     	2     	2     	6     	
Vardas9442     Pavarde9442    2     	3     	1     	7     	9     	5     	2     	3     	5     	5     	3     	4     	2     	4     	5     	9     	
Vardas9443     Pavarde9443    3     	6     	8     	7     	4     	8     	9     	6     	2     	5     	2     	5     	5     	6     	2     	5     	
Vardas9444     Pavarde9444    3     	2     	2     	9     	3     	3     	1     	7     	2     	5     	6     	3     	7     	5     	4     	5     	
Vardas9445     Pavarde9445    4     	6     	7     	10    	7     	10    	8     	1     	6     	9     	8     	10    	5     	1     	8     	7     	
Vardas9446     Pavarde9446    7     	10    	5     	4     	1     	8     	6     	5     	7     	2     	6     	1     	6     	1     	1     	9     	
Vardas9447     Pavarde9447    8     	7     	2     	8     	9     	8     	10    	1     	2     	9     	4     	9     	2     	1     	8     	7     	
Vardas9448     Pavarde9448    7     	1     	9     	10    	7     	9     	7     	10    	5     	9     	6     	1     	4     	10    	10    	9     	
Vardas9449     Pavarde9449    2     	5     	2     	3     	7     	6     	5     	3     	3     	9     	6     	5     	2     	6     	6     	9     	
Vardas9450     Pavarde9450    10    	4     	10    	6     	6     	3     	9     	3     	8     	4     	2     	2     	9     	5     	9     	6     	
Vardas9451     Pavarde9451    1     	3     	1     	6     	6     	10    	9     	10    	6     	7     	2     	3     	8     	4     	7     	6     	
Vardas9452     Pavarde9452    10    	8     	10    	5     	7     	5     	4     	6     	1     	5     	7     	10    	4     	10    	8     	2     	
Vardas9453     Pavarde9453    10    	9     	6     	8     	5     	3     	7     	2     	4     	2     	8     	9     	5     	2     	5     	4     	
Vardas9454     Pavarde9454    2     	10    	6     	10    	8     	4     	9     	6     	1     	3     	9     	8     	8     	8     	7     	10    	
Vardas9455     Pavarde9455    3     	9     	4     	1     	9     	8     	10    	4     	5     	7     	2     	10    	9     	8     	10    	1     	
Vardas9456     Pavarde9456    2     	1     	6     	4     	10    	7     	6     	5     	2     	7     	3     	3     	1     	9     	3     	2     	
Vardas9457     Pavarde9457    7     	4     	2     	8     	9     	7     	3     	5     	4     	4     	8     	5     	2     	2     	9     	4     	
Vardas9458     Pavarde9458    6     	3     	9     	6     	10    	1     	1     	8     	10    	8     	7     	3     	8     	2     	1     	3     	
Vardas9459     Pavarde9459    6     	7     	2     	9     	8     	10    	10    	1     	10    	10    	10    	1     	5     	2     	5     	9     	
Vardas9460     Pavarde9460    8     	10    	5     	5     	6     	3     	7     	6     	5     	8     	3     	8     	8     	1     	8     	3     	
Vardas9461     Pavarde9461    9     	4     	8     	4     	2     	7     	5     	1     	7     	9     	2     	4     	5     	1     	4     	4     	
Vardas9462     Pavarde9462    9     	6     	4     	4     	8     	6     	2     	6     	1     	5     	10    	6     	2     	3     	2     	1     	
Vardas9463     Pavarde9463    6     	8     	4     	4     	6     	10    	10    	8     	7     	4     	5     	2     	5     	9     	3     	4     	
Vardas9464     Pavarde9464    5     	7     	2     	7     	9     	6     	3     	10    	4     	5     	5     	8     	7     	4     	5     	8     	
Vardas9465     Pavarde9465    4     	2     	1     	1     	8     	3     	2     	4     	10    	4     	2     	3     	3     	10    	2     	1     	
Vardas9466     Pavarde9466    4     	7     	10    	7     	5     	6     	3     	9     	3     	9     	8     	3     	4     	7     	6     	4     	
Vardas9467     Pavarde9467    4     	5     	3     	9     	8     	7     	5     	7     	6     	5     	7     	5     	4     	10    	6     	8     	
Vardas9468     Pavarde9468    4     	6     	8     	4     	7     	4     	1     	1     	10    	9     	8     	7     	5     	10    	7     	8     	
Vardas9469     Pavarde9469    3     	1     	1     	6     	2     	4     	3     	7     	5     	10    	7     	1     	3     	8     	6     	1     	
Vardas9470     Pavarde9470    8     	9     	8     	7     	6     	2     	2     	6     	1     	7     	1     	9     	5     	1     	4     	7     	
Vardas9471     Pavarde9471    3     	7     	4     	4     	10    	6     	7     	5     	10    	2     	8     	8     	10    	7     	5     	9     	
Vardas9472     Pavarde9472    1     	7     	3     	1     	9     	1     	6     	5     	3     	7     	3     	7     	2     	7     	8     	5     	
Vardas9473     Pavarde9473    8     	6     	7     	6     	8     	5     	6     	1     	2     	6     	9     	9     	1     	8     	3     	5     	
Vardas9474     Pavarde9474    8     	10    	4     	7     	4     	5     	2     	2     	5     	1     	7     	4     	10    	3     	3     	3     	
Vardas9475     Pavarde9475    6     	8     	8     	10    	6     	10    	8     	5     	9     	3     	6     	6     	4     	10    	8     	8     	
Vardas9476     Pavarde9476    5     	10    	10    	10    	6     	1     	9     	10    	10    	9     	3     	5     	4     	3     	5     	10    	
Vardas9477     Pavarde9477    7     	10    	9     	9     	8     	7     	5     	8     	8     	2     	2     	10    	10    	5     	8     	3     	
Vardas9478     Pavarde9478    4     	2     	1     	2     	1     	8     	1     	9     	6     	4     	1     	9     	6     	5     	1     	1     	
Vardas9479     Pavarde9479    8     	4     	9     	7     	5     	4     	5     	8     	2     	10    	3     	4     	1     	4     	4     	8     	
Vardas9480     Pavarde9480    6     	1     	2     	10    	6     	6     	6     	5     	4     	8     	4     	6     	7     	3     	3     	1     	
Vardas9481     Pavarde9481    6     	3     	1     	4     	2     	10    	7     	3     	8     	3     	10    	10    	2     	9     	9     	3     	
Vardas9482     Pavarde9482    2     	6     	3     	2     	5     	10    	1     	2     	7     	1     	6     	9     	3     	2     	2     	7     	
Vardas9483     Pavarde9483    4     	6     	3     	3     	6     	7     	4     	1     	10    	6     	2     	7     	8     	7     	3     	5     	
Vardas9484     Pavarde9484    1     	1     	2     	10    	9     	9     	2     	10    	2     	9     	9     	10    	1     	10    	2     	3     	
Vardas9485     Pavarde9485    5     	2     	3     	5     	4     	9     	5     	10    	6     	10    	4     	3     	3     	9     	1     	2     	
Vardas9486     Pavarde9486    10    	7     	7     	1     	1     	10    	8     	2     	5     	6     	1     	9     	6     	6     	1     	1     	
Vardas9487     Pavarde9487    2     	10    	1     	3     	6     	2     	5     	4     	3     	2     	5     	10    	4     	3     	8     	10    	
Vardas9488     Pavarde9488    9     	4     	1     	2     	7     	6     	4     	5     	1     	4     	5     	6     	6     	10    	10    	6     	
Vardas9489     Pavarde9489    3     	7     	8     	4     	8     	5     	1     	6     	6     	6     	5     	5     	8     	5     	5     	7     	
Vardas9490     Pavarde9490    5     	6     	7     	5     	7     	5     	9     	4     	10    	9     	4     	7     	3     	2     	8     	4     	
Vardas9491     Pavarde9491    2     	9     	9     	6     	2     	7     	10    	5     	4     	6     	4     	1     	10    	6     	1     	2     	
Vardas9492     Pavarde9492    4     	9     	4     	6     	5     	4     	4     	10    	2     	7     	3     	6     	1     	7     	5     	5     	
Vardas9493     Pavarde9493    7     	3     	2     	10    	8     	3     	2     	5     	3     	8     	3     	5     	8     	6     	10    	9     	
Vardas9494     Pavarde9494    10    	2     	8     	5     	6     	1     	8     	1     	4     	1     	10    	5     	6     	6     	4     	3     	
Vardas9495     Pavarde9495    10    	7     	4     	9     	5     	6     	6     	4     	7     	9     	1     	1     	3     	1     	10    	9     	
Vardas9496     Pavarde9496    2     	10    	3     	2     	4     	10    	2     	10    	5     	6     	10    	1     	2     	10    	4     	5     	
Vardas9497     Pavarde9497    9     	2     	6     	9     	2     	5     	4     	5     	4     	5     	3     	4     	9     	1     	3     	3     	
Vardas9498     Pavarde9498    1     	3     	5     	7     	3     	10    	8     	2     	9     	7     	8     	7     	4     	2     	10    	6     	
Vardas9499     Pavarde9499    1     	8     	9     	1     	7     	10    	1     	1     	6     	9     	9     	5     	7     	3     	3     	6     	
Vardas9500     Pavarde9500    2     	2     	9     	4     	1     	1     	5     	8     	8     	6     	1     	3     	3     	2     	10    	7     	
Vardas9501     Pavarde9501    2     	2     	1     	5     	8     	6     	4     	10    	9     	1     	1     	6     	6     	9     	8     	4     	
Vardas9502     Pavarde9502    5     	4     	8     	1     	3     	6     	4     	2     	9     	1     	9     	2     	2     	2     	10    	7     	
Vardas9503     Pavarde9503    2     	9     	4     	6     	8     	2     	5     	1     	4     	4     	7     	3     	9     	2     	10    	6     	
Vardas9504     Pavarde9504    9     	7     	8     	1     	2     	9     	1     	6     	9     	8     	7     	1     	7     	5     	4     	8     	
Vardas9505     Pavarde9505    2     	1     	8     	10    	10    	10    	8     	10    	6     	5     	8     	1     	2     	5     	5     	2     	
Vardas9506     Pavarde9506    2     	2     	4     	10    	3     	9     	1     	9     	10    	4     	9     	6     	1     	2     	6     	7     	
Vardas9507     Pavarde9507    7     	3     	2     	4     	5     	8     	3     	7     	10    	9     	2     	4     	6     	7     	10    	5     	
Vardas9508     Pavarde9508    1     	3     	2     	9     	8     	1     	6     	9     	10    	3     	1     	9     	3     	3     	5     	1     	
Vardas9509     Pavarde9509    3     	4     	3     	3     	9     	9     	6     	8     	5     	5     	8     	9     	7     	6     	6     	1     	
Vardas9510     Pavarde9510    3     	9     	4     	4     	8     	2     	7     	9     	5     	1     	7     	5     	6     	8     	7     	3     	
Vardas9511     Pavarde9511    1     	5     	8     	9     	9     	1     	3     	3     	3     	3     	4     	10    	2     	3     	2     	5     	
Vardas9512     Pavarde9512    6     	10    	5     	3     	4     	5     	8     	4     	7     	7     	6     	7     	5     	5     	1     	10    	
Vardas9513     Pavarde9513    5     	9     	3     	1     	4     	5     	10    	1     	10    	5     	10    	8     	5     	8     	10    	7     	
Vardas9514     Pavarde9514    1     	9     	4     	2     	1     	3     	5     	7     	8     	3     	4     	7     	5     	1     	10    	8     	
Vardas9515     Pavarde9515    3     	3     	1     	8     	6     	4     	10    	5     	8     	5     	9     	8     	5     	4     	6     	2     	
Vardas9516     Pavarde9516    9     	9     	2     	9     	3     	6     	8     	4     	2     	2     	7     	2     	2     	6     	1     	2     	
Vardas9517     Pavarde9517    10    	9     	1     	6     	5     	5     	9     	10    	4     	2     	10    	1     	2     	2     	5     	1     	
Vardas9518     Pavarde9518    2     	6     	5     	2     	8     	5     	10    	9     	1     	4     	8     	6     	2     	5     	6     	2     	
Vardas9519     Pavarde9519    4     	5     	5     	5     	7     	2     	10    	3     	7     	10    	6     	1     	6     	7     	6     	7     	
Vardas9520     Pavarde9520    8     	1     	5     	7     	3     	5     	6     	3     	4     	4     	9     	10    	5     	9     	9     	6     	
Vardas9521     Pavarde9521    2     	7     	6     	4     	7     	3     	7     	7     	1     	8     	8     	3     	9     	10    	7     	5     	
Vardas9522     Pavarde9522    2     	6     	5     	8     	7     	9     	8     	3     	7     	8     	4     	2     	1     	6     	6     	4     	
Vardas9523     Pavarde9523    1     	1     	5     	7     	8     	10    	6     	8     	5     	6     	1     	5     	6     	7     	5     	1     	
Vardas9524     Pavarde9524    1     	4     	2     	6     	1     	7     	4     	8     	2     	9     	3     	6     	10    	5     	10    	7     	
Vardas9525     Pavarde9525    2     	1     	6     	10    	5     	7     	7     	6     	1     	2     	1     	10    	7     	9     	1     	2     	
Vardas9526     Pavarde9526    4     	3     	8     	5     	1     	4     	2     	6     	7     	10    	2     	6     	4     	4     	7     	3     	
Vardas9527     Pavarde9527    4     	2     	4     	10    	1     	7     	2     	6     	9     	10    	2     	10    	5     	9     	9     	7     	
Vardas9528     Pavarde9528    6     	6     	7     	7     	10    	1     	4     	9     	10    	2     	1     	8     	7     	8     	8     	1     	
Vardas9529     Pavarde9529    6     	9     	3     	7     	1     	4     	8     	2     	10    	10    	10    	2     	1     	1     	4     	9     	
Vardas9530     Pavarde9530    1     	4     	6     	7     	10    	8     	3     	5     	4     	9     	9     	7     	8     	4     	3     	4     	
Vardas9531     Pavarde9531    3     	9     	3     	1     	2     	1     	8     	7     	9     	1     	2     	1     	8     	4     	7     	2     	
Vardas9532     Pavarde9532    9     	1     	6     	2     	7     	5     	10    	10    	8     	3     	7     	2     	10    	8     	5     	8     	
Vardas9533     Pavarde9533    4     	1     	3     	4     	7     	9     	7     	7     	8     	7     	3     	5     	3     	10    	2     	3     	
Vardas9534     Pavarde9534    9     	8     	7     	6     	7     	3     	10    	8     	5     	5     	4     	9     	10    	7     	2     	7     	
Vardas9535     Pavarde9535    10    	4     	9     	7     	7     	8     	6     	8     	9     	4     	2     	1     	7     	6     	5     	7     	
Vardas9536     Pavarde9536    1     	1     	9     	2     	6     	9     	10    	1     	5     	2     	10    	7     	8     	9     	2     	6     	
Vardas9537     Pavarde9537    7     	4     	8     	1     	10    	1     	6     	7     	4     	4     	6     	8     	3     	4     	1     	6     	
Vardas9538     Pavarde9538    9     	10    	1     	3     	8     	2     	3     	3     	8     	7     	8     	2     	6     	3     	8     	10    	
Vardas9539     Pavarde9539    9     	3     	10    	6     	9     	6     	5     	3     	8     	10    	1     	6     	9     	3     	7     	8     	
Vardas9540     Pavarde9540    5     	8     	10    	7     	3     	9     	9     	5     	5     	2     	4     	8     	4     	1     	6     	1     	
Vardas9541     Pavarde9541    3     	5     	1     	1     	9     	3     	1     	3     	5     	4     	10    	9     	8     	7     	9     	8     	
Vardas9542     Pavarde9542    7     	7     	4     	9     	10    	9     	2     	3     	3     	2     	2     	8     	1     	6     	5     	10    	
Vardas9543     Pavarde9543    9     	7     	7     	9     	1     	1     	1     	4     	1     	4     	6     	9     	2     	5     	7     	3     	
Vardas9544     Pavarde9544    1     	3     	9     	9     	7     	1     	2     	4     	7     	7     	3     	6     	4     	1     	3     	5     	
Vardas9545     Pavarde9545    10    	8     	4     	5     	3     	8     	10    	1     	6     	2     	7     	3     	1     	8     	7     	8     	
Vardas9546     Pavarde9546    2     	4     	8     	7     	2     	9     	9     	9     	5     	8     	3     	4     	6     	1     	2     	2     	
Vardas9547     Pavarde9547    10    	5     	7     	9     	4     	7     	10    	4     	5     	8     	6     	9     	2     	10    	3     	6     	
Vardas9548     Pavarde9548    2     	6     	7     	3     	6     	2     	8     	9     	9     	1     	4     	1     	9     	10    	5     	7     	
Vardas9549     Pavarde9549    4     	9     	5     	10    	7     	2     	8     	9     	6     	2     	6     	7     	3     	10    	7     	9     	
Vardas9550     Pavarde9550    6     	10    	9     	5     	9     	5     	4     	1     	5     	3     	2     	2     	7     	1     	3     	4     	
Vardas9551     Pavarde9551    10    	7     	8     	3     	4     	9     	10    	10    	7     	3     	1     	10    	4     	10    	10    	7     	
Vardas9552     Pavarde9552    1     	3     	1     	5     	2     	4     	6     	8     	2     	5     	4     	1     	5     	9     	1     	1     	
Vardas9553     Pavarde9553    5     	6     	7     	10    	9     	8     	1     	9     	10    	4     	1     	6     	2     	3     	9     	1     	
Vardas9554     Pavarde9554    3     	7     	3     	8     	2     	3     	1     	10    	4     	8     	8     	8     	4     	9     	10    	1     	
Vardas9555     Pavarde9555    6     	7     	1     	10    	10    	10    	10    	9     	4     	5     	1     	1     	8     	7     	8     	9     	
Vardas9556     Pavarde9556    10    	2     	4     	6     	3     	1     	6     	4     	10    	5     	5     	4     	4     	7     	4     	2     	
Vardas9557     Pavarde9557    4     	1     	5     	10    	10    	2     	7     	7     	8     	8     	4     	1     	10    	8     	2     	9     	
Vardas9558     Pavarde9558    6     	7     	4     	2     	10    	8     	6     	4     	5     	5     	9     	6     	4     	5     	2     	7     	
Vardas9559     Pavarde9559    6     	6     	5     	5     	9     	10    	6     	2     	7     	5     	4     	6     	4     	9     	6     	6     	
Vardas9560     Pavarde9560    10    	2     	2     	6     	7     	3     	10    	9     	8     	4     	8     	9     	1     	6     	4     	7     	
Vardas9561     Pavarde9561    1     	8     	2     	6     	10    	7     	6     	4     	4     	8     	6     	2     	5     	10    	4     	3     	
Vardas9562     Pavarde9562    6     	7     	5     	9     	10    	3     	6     	10    	3     	8     	9     	7     	8     	1     	10    	6     	
Vardas9563     Pavarde9563    9     	10    	8     	4     	8     	7     	8     	10    	8     	10    	8     	10    	5     	8     	3     	5     	
Vardas9564     Pavarde9564    4     	9     	3     	2     	5     	2     	5     	3     	8     	2     	9     	9     	6     	6     	9     	6     	
Vardas9565     Pavarde9565    3     	4     	9     	8     	5     	9     	10    	1     	6     	6     	10    	5     	9     	10    	6     	1     	
Vardas9566     Pavarde9566    4     	4     	9     	8     	7     	2     	2     	2     	6     	6     	10    	6     	4     	4     	8     	3     	
Vardas9567     Pavarde9567    3     	4     	7     	2     	8     	10    	1     	7     	8     	5     	5     	10    	8     	3     	3     	3     	
Vardas9568     Pavarde9568    4     	3     	2     	4     	5     	3     	2     	1     	3     	7     	7     	7     	8     	7     	7     	4     	
Vardas9569     Pavarde9569    7     	8     	1     	9     	2     	10    	9     	5     	8     	5     	10    	8     	1     	4     	1     	2     	
Vardas9570     Pavarde9570    3     	3     	10    	7     	1     	3     	8     	4     	3     	2     	8     	5     	7     	9     	7     	3     	
Vardas9571     Pavarde9571    3     	1     	3     	7     	1     	6     	10    	8     	3     	8     	1     	7     	2     	2     	4     	3     	
Vardas9572     Pavarde9572    5     	7     	5     	6     	9     	7     	2     	9     	10    	7     	10    	6     	9     	3     	4     	1     	
Vardas9573     Pavarde9573    6     	7     	3     	2     	7     	2     	3     	10    	8     	7     	5     	10    	7     	6     	6     	5     	
Vardas9574     Pavarde9574    4     	5     	9     	7     	2     	4     	7     	9     	7     	9     	7     	10    	4     	4     	8     	1     	
Vardas9575     Pavarde9575    4     	3     	6     	4     	4     	6     	8     	10    	10    	2     	1     	5     	3     	5     	1     	3     	
Vardas9576     Pavarde9576    8     	7     	6     	2     	10    	3     	3     	5     	10    	6     	4     	6     	8     	6     	7     	6     	
Vardas9577     Pavarde9577    10    	2     	5     	1     	4     	9     	1     	5     	2     	9     	5     	2     	9     	4     	2     	7     	
Vardas9578     Pavarde9578    9     	9     	1     	3     	7     	8     	10    	10    	1     	10    	9     	10    	5     	9     	6     	10    	
Vardas9579     Pavarde9579    10    	8     	8     	4     	6     	1     	1     	5     	8     	4     	8     	4     	8     	9     	7     	10    	
Vardas9580     Pavarde9580    4     	6     	9     	4     	5     	3     	2     	10    	3     	9     	10    	1     	2     	5     	8     	7     	
Vardas9581     Pavarde9581    6     	9     	2     	2     	6     	1     	5     	10    	1     	1     	5     	8     	7     	7     	8     	10    	
Vardas9582     Pavarde9582    1     	4     	2     	3     	7     	3     	3     	3     	8     	9     	3     	9     	9     	9     	6     	9     	
Vardas9583     Pavarde9583    8     	4     	4     	8     	1     	9     	3     	5     	9     	6     	4     	10    	9     	10    	3     	2     	
Vardas9584     Pavarde9584    10    	3     	7     	7     	2     	10    	9     	2     	4     	2     	1     	5     	4     	6     	4     	1     	
Vardas9585     Pavarde9585    6     	9     	10    	9     	9     	4     	3     	7     	3     	8     	5     	8     	10    	9     	9     	1     	
Vardas9586     Pavarde9586    10    	6     	9     	9     	2     	6     	9     	8     	2     	8     	8     	10    	2     	1     	8     	9     	
Vardas9587     Pavarde9587    10    	7     	7     	5     	1     	9     	7     	9     	8     	2     	1     	7     	8     	10    	9     	2     	
Vardas9588     Pavarde9588    3     	5     	3     	6     	8     	5     	4     	5     	8     	4     	2     	1     	6     	3     	3     	10    	
Vardas9589     Pavarde9589    6     	5     	9     	4     	6     	1     	6     	8     	1     	7     	7     	2     	5     	6     	9     	5     	
Vardas9590     Pavarde9590    8     	4     	5     	5     	10    	5     	5     	2     	1     	9     	10    	6     	8     	5     	5     	10    	
Vardas9591     Pavarde9591    10    	1     	6     	6     	10    	3     	1     	7     	4     	6     	1     	6     	1     	4     	5     	6     	
Vardas9592     Pavarde9592    6     	8     	8     	3     	10    	10    	2     	3     	3     	4     	4     	9     	8     	2     	6     	7     	
Vardas9593     Pavarde9593    7     	8     	4     	6     	3     	1     	8     	2     	5     	1     	7     	9     	1     	4     	8     	8     	
Vardas9594     Pavarde9594    5     	6     	4     	1     	8     	4     	3     	9     	9     	3     	9     	2     	8     	1     	9     	10    	
Vardas9595     Pavarde9595    1     	8     	8     	7     	5     	5     	6     	5     	1     	1     	4     	4     	7     	1     	7     	9     	
Vardas9596     Pavarde9596    10    	6     	7     	5     	10    	6     	10    	3     	9     	8     	3     	3     	6     	1     	7     	9     	
Vardas9597     Pavarde9597    10    	2     	4     	6     	9     	9     	1     	10    	2     	4     	9     	7     	9     	3     	2     	8     	
Vardas9598     Pavarde9598    2     	6     	7     	10    	10    	10    	5     	2     	3     	1     	7     	5     	1     	5     	6     	5     	
Vardas9599     Pavarde9599    7     	8     	3     	8     	9     	10    	9     	4     	3     	2     	5     	5     	4     	6     	6     	10    	
Vardas9600     Pavarde9600    1     	8     	5     	2     	9     	10    	3     	5     	5     	8     	5     	5     	5     	7     	7     	4     	
Vardas9601     Pavarde9601    10    	5     	3     	10    	4     	4     	10    	5     	10    	9     	1     	5     	9     	1     	8     	8     	
Vardas9602     Pavarde9602    1     	2     	7     	2     	6     	8     	6     	10    	4     	4     	9     	5     	4     	4     	2     	7     	
Vardas9603     Pavarde9603    2     	7     	8     	10    	4     	4     	2     	5     	3     	4     	8     	5     	4     	1     	9     	6     	
Vardas9604     Pavarde9604    3     	10    	1     	7     	1     	1     	3     	10    	4     	8     	7     	7     	4     	9     	8     	4     	
Vardas9605     Pavarde9605    10    	7     	6     	1     	5     	4     	9     	3     	9     	3     	3     	5     	1     	1     	8     	4     	
Vardas9606     Pavarde9606    10    	3     	6     	7     	9     	6     	4     	4     	6     	8     	9     	10    	2     	6     	10    	4     	
Vardas9607     Pavarde9607    9     	2     	6     	8     	6     	2     	7     	6     	9     	8     	5     	8     	5     	3     	5     	8     	
Vardas9608     Pavarde9608    10    	3     	1     	8     	10    	1     	6     	10    	3     	3     	3     	7     	4     	3     	4     	3     	
Vardas9609     Pavarde9609    1     	6     	1     	8     	3     	7     	6     	7     	4     	10    	5     	8     	8     	1     	2     	8     	
Vardas9610     Pavarde9610    7     	1     	6     	3     	10    	6     	5     	3     	5     	6     	9     	1     	5     	6     	1     	9     	
Vardas9611     Pavarde9611    10    	4     	7     	7     	1     	10    	3     	4     	5     	3     	5     	5     	1     	2     	2     	5     	
Vardas9612     Pavarde9612    9     	5     	2     	3     	5     	1     	8     	4     	1     	7     	5     	5     	9     	6     	3     	4     	
Vardas9613     Pavarde9613    3     	8     	4     	7     	3     	2     	5     	8     	4     	3     	6     	10    	1     	8     	10    	6     	
Vardas9614     Pavarde9614    2     	2     	10    	3     	3     	3     	8     	8     	5     	7     	3     	3     	1     	5     	8     	8     	
Vardas9615     Pavarde9615    7     	4     	2     	1     	1     	1     	4     	5     	1     	10    	6     	6     	6     	6     	7     	8     	
Vardas9616     Pavarde9616    4     	4     	10    	7     	7     	7     	10    	5     	2     	8     	5     	7     	2     	4     	3     	3     	
Vardas9617     Pavarde9617    8     	10    	8     	5     	4     	1     	9     	8     	7     	5     	6     	9     	4     	6     	1     	3     	
Vardas9618     Pavarde9618    8     	3     	5     	4     	9     	5     	8     	9     	7     	7     	2     	2     	3     	4     	1     	4     	
Vardas9619     Pavarde9619    10    	5     	5     	2     	1     	6     	3     	7     	5     	1     	4     	9     	9     	10    	8     	7     	
Vardas9620     Pavarde9620    5     	10    	4     	7     	5     	1     	3     	8     	4     	8     	6     	4     	8     	4     	5     	5     	
Vardas9621     Pavarde9621    2     	2     	7     	7     	1     	2     	10    	5     	10    	2     	2     	8     	2     	8     	3     	6     	
Vardas9622     Pavarde9622    9     	1     	9     	10    	3     	10    	1     	4     	8     	8     	4     	9     	7     	5     	3     	4     	
Vardas9623     Pavarde9623    10    	3     	9     	2     	1     	10    	5     	9     	6     	10    	10    	8     	7     	10    	5     	10    	
Vardas9624     Pavarde9624    4     	9     	6     	5     	5     	9     	5     	7     	10    	1     	5     	4     	4     	8     	6     	10    	
Vardas9625     Pavarde9625    1     	5     	2     	8     	3     	10    	4     	3     	3     	1     	7     	1     	2     	7     	4     	10    	
Vardas9626     Pavarde9626    8     	8     	5     	9     	4     	6     	7     	3     	9     	7     	5     	5     	4     	8     	6     	1     	
Vardas9627     Pavarde9627    1     	5     	9     	6     	2     	2     	10    	8     	9     	8     	9     	4     	2     	9     	7     	4     	
Vardas9628     Pavarde9628    3     	3     	5     	10    	8     	8     	5     	1     	7     	3     	3     	1     	10    	7     	4     	7     	
Vardas9629     Pavarde9629    8     	6     	5     	3     	5     	1     	5     	4     	1     	10    	7     	6     	4     	9     	3     	1     	
Vardas9630     Pavarde9630    6     	6     	2     	7     	1     	10    	9     	10    	9     	5     	2     	9     	5     	10    	6     	1     	
Vardas9631     Pavarde9631    8     	7     	9     	4     	3     	10    	1     	3     	6     	5     	4     	1     	5     	4     	9     	2     	
Vardas9632     Pavarde9632    4     	10    	10    	6     	2     	1     	1     	2     	5     	2     	10    	1     	8     	6     	10    	3     	
Vardas9633     Pavarde9633    1     	10    	5     	9     	10    	5     	9     	3     	4     	8     	10    	7     	2     	1     	9     	8     	
Vardas9634     Pavarde9634    2     	4     	7     	6     	5     	2     	7     	4     	1     	2     	3     	2     	6     	5     	6     	6     	
Vardas9635     Pavarde9635    9     	6     	1     	1     	9     	10    	9     	1     	10    	5     	10    	4     	1     	7     	4     	10    	
Vardas9636     Pavarde9636    4     	7     	3     	5     	1     	3     	7     	2     	5     	6     	8     	6     	8     	1     	10    	8     	
Vardas9637     Pavarde9637    10    	2     	10    	7     	9     	2     	7     	6     	5     	8     	8     	2     	4     	5     	10    	8     	
Vardas9638     Pavarde9638    1     	10    	8     	5     	8     	5     	2     	1     	10    	7     	5     	6     	5     	9     	9     	3     	
