Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas672      Pavarde672     6     	3     	3     	4     	2     	4     	1     	5     	8     	5     	8     	4     	5     	6     	6     	3     	
Vardas673      Pavarde673     5     	6     	9     	2     	3     	10    	8     	6     	2     	8     	7     	6     	9     	1     	4     	2     	
Vardas674      Pavarde674     1     	2     	1     	10    	2     	9     	2     	1     	9     	3     	2     	4     	3     	8     	4     	9     	
Vardas675      Pavarde675     9     	10    	5     	3     	8     	9     	10    	5     	6     	8     	4     	10    	7     	1     	9     	5     	
Vardas676      Pavarde676     6     	4     	6     	5     	8     	9     	9     	4     	4     	2     	5     	9     	7     	7     	6     	9     	
Vardas677      Pavarde677     9     	7     	2     	5     	5     	7     	3     	1     	10    	2     	7     	7     	7     	6     	1     	10    	
Vardas678      Pavarde678     5     	3     	6     	7     	10    	2     	6     	9     	2     	10    	3     	1     	2     	1     	6     	6     	
Vardas679      Pavarde679     6     	10    	7     	4     	4     	3     	9     	6     	7     	7     	4     	2     	10    	1     	2     	7     	
Vardas680      Pavarde680     5     	6     	9     	5     	1     	5     	7     	2     	3     	7     	7     	9     	6     	4     	3     	5     	
Vardas681      Pavarde681     8     	1     	4     	8     	5     	5     	4     	3     	1     	4     	1     	3     	9     	7     	9     	6     	
Vardas682      Pavarde682     2     	8     	6     	10    	2     	4     	2     	5     	2     	10    	6     	10    	9     	3     	8     	8     	
Vardas683      Pavarde683     4     	2     	4     	10    	4     	8     	4     	3     	5     	3     	8     	3     	10    	5     	7     	6     	
Vardas684      Pavarde684     4     	5     	4     	2     	3     	2     	5     	5     	6     	2     	9     	6     	9     	8     	3     	2     	
Vardas685      Pavarde685     6     	4     	2     	5     	4     	5     	10    	4     	9     	10    	7     	1     	4     	10    	10    	10    	
Vardas686      Pavarde686     1     	10    	4     	3     	2     	4     	7     	2     	6     	4     	7     	4     	7     	4     	9     	10    	
Vardas687      Pavarde687     3     	2     	4     	6     	4     	10    	4     	10    	7     	1     	9     	8     	9     	6     	2     	6     	
Vardas688      Pavarde688     5     	2     	8     	7     	4     	2     	10    	8     	8     	10    	5     	5     	8     	8     	9     	9     	
Vardas689      Pavarde689     5     	8     	8     	2     	3     	6     	2     	7     	7     	7     	5     	2     	4     	2     	5     	6     	
Vardas690      Pavarde690     8     	1     	6     	6     	7     	8     	10    	4     	10    	3     	10    	10    	3     	3     	6     	3     	
Vardas691      Pavarde691     9     	7     	10    	8     	5     	5     	10    	5     	3     	9     	8     	1     	9     	4     	1     	7     	
Vardas692      Pavarde692     9     	7     	4     	4     	5     	10    	3     	4     	7     	7     	9     	9     	8     	2     	6     	5     	
Vardas693      Pavarde693     4     	8     	2     	3     	2     	10    	1     	5     	5     	3     	3     	10    	1     	7     	5     	8     	
Vardas694      Pavarde694     1     	6     	4     	1     	10    	4     	3     	9     	5     	4     	3     	1     	5     	1     	9     	8     	
Vardas695      Pavarde695     3     	2     	2     	1     	4     	4     	8     	9     	8     	5     	9     	7     	1     	8     	7     	9     	
Vardas696      Pavarde696     2     	4     	3     	5     	9     	10    	4     	3     	1     	2     	10    	5     	4     	10    	5     	8     	
Vardas697      Pavarde697     2     	8     	3     	9     	1     	8     	3     	7     	8     	4     	2     	9     	7     	8     	2     	1     	
Vardas698      Pavarde698     1     	8     	9     	7     	10    	6     	5     	4     	8     	2     	3     	3     	1     	8     	7     	9     	
Vardas699      Pavarde699     8     	6     	2     	8     	2     	10    	8     	4     	7     	3     	4     	3     	4     	6     	5     	8     	
Vardas700      Pavarde700     2     	10    	5     	9     	4     	10    	1     	8     	8     	4     	7     	3     	6     	3     	5     	1     	
Vardas701      Pavarde701     7     	6     	9     	6     	9     	9     	4     	5     	3     	1     	9     	2     	10    	2     	2     	5     	
Vardas702      Pavarde702     8     	10    	6     	4     	5     	6     	4     	5     	2     	8     	2     	10    	4     	1     	10    	4     	
Vardas703      Pavarde703     1     	9     	7     	3     	8     	10    	3     	9     	10    	1     	9     	8     	7     	5     	7     	4     	
Vardas704      Pavarde704     10    	1     	3     	1     	7     	4     	3     	6     	7     	9     	7     	7     	1     	5     	10    	10    	
Vardas705      Pavarde705     10    	2     	10    	9     	6     	4     	10    	3     	5     	2     	7     	6     	1     	7     	9     	2     	
Vardas706      Pavarde706     4     	3     	5     	7     	7     	4     	6     	8     	1     	1     	9     	10    	8     	2     	3     	1     	
Vardas707      Pavarde707     7     	8     	1     	1     	9     	9     	7     	6     	3     	8     	3     	7     	4     	9     	8     	8     	
Vardas708      Pavarde708     5     	6     	5     	6     	1     	4     	6     	3     	5     	4     	2     	4     	4     	4     	4     	8     	
Vardas709      Pavarde709     5     	8     	5     	10    	3     	2     	7     	9     	6     	2     	9     	10    	3     	2     	2     	7     	
Vardas710      Pavarde710     2     	8     	1     	4     	4     	5     	9     	4     	7     	1     	8     	10    	5     	8     	9     	1     	
Vardas711      Pavarde711     8     	2     	1     	2     	4     	3     	7     	1     	8     	5     	7     	3     	3     	2     	5     	3     	
Vardas712      Pavarde712     6     	2     	5     	7     	8     	9     	8     	10    	1     	7     	4     	6     	8     	6     	3     	4     	
Vardas713      Pavarde713     4     	3     	4     	10    	2     	7     	6     	5     	9     	10    	6     	6     	9     	8     	10    	5     	
Vardas714      Pavarde714     8     	6     	9     	9     	8     	3     	3     	2     	8     	8     	5     	3     	9     	6     	9     	4     	
Vardas715      Pavarde715     6     	7     	2     	3     	6     	7     	7     	10    	9     	7     	2     	5     	1     	7     	5     	1     	
Vardas716      Pavarde716     9     	1     	8     	8     	1     	9     	3     	5     	1     	2     	1     	8     	6     	2     	2     	9     	
Vardas717      Pavarde717     6     	1     	3     	8     	2     	1     	8     	1     	3     	10    	1     	1     	6     	7     	5     	5     	
Vardas718      Pavarde718     6     	3     	6     	9     	7     	7     	1     	9     	2     	5     	5     	9     	7     	8     	10    	10    	
Vardas719      Pavarde719     2     	5     	10    	5     	1     	4     	4     	8     	1     	8     	10    	3     	6     	5     	4     	2     	
Vardas720      Pavarde720     4     	6     	10    	2     	1     	3     	6     	4     	5     	3     	10    	1     	1     	4     	9     	8     	
Vardas721      Pavarde721     2     	5     	1     	10    	8     	6     	5     	6     	8     	10    	1     	3     	2     	8     	8     	2     	
Vardas722      Pavarde722     2     	2     	4     	3     	9     	10    	6     	3     	1     	10    	9     	3     	2     	10    	10    	4     	
Vardas723      Pavarde723     2     	4     	9     	2     	1     	9     	10    	9     	5     	7     	7     	5     	2     	2     	1     	9     	
Vardas724      Pavarde724     8     	10    	8     	3     	2     	3     	7     	7     	2     	5     	1     	4     	1     	6     	8     	5     	
Vardas725      Pavarde725     1     	5     	9     	10    	6     	8     	3     	4     	7     	6     	6     	5     	4     	6     	6     	7     	
Vardas726      Pavarde726     3     	3     	8     	6     	1     	2     	1     	5     	2     	9     	9     	5     	9     	9     	2     	5     	
Vardas727      Pavarde727     2     	10    	1     	7     	6     	3     	10    	4     	3     	9     	3     	9     	9     	1     	3     	2     	
Vardas728      Pavarde728     5     	6     	7     	8     	1     	6     	10    	4     	8     	8     	7     	10    	4     	4     	5     	2     	
Vardas729      Pavarde729     1     	2     	8     	8     	3     	3     	5     	8     	8     	4     	7     	1     	5     	9     	9     	8     	
Vardas730      Pavarde730     5     	3     	9     	10    	5     	10    	5     	3     	9     	2     	1     	9     	9     	4     	3     	7     	
Vardas731      Pavarde731     4     	7     	10    	7     	3     	6     	8     	8     	6     	3     	5     	3     	2     	3     	3     	3     	
Vardas732      Pavarde732     7     	7     	3     	8     	9     	5     	7     	1     	10    	6     	5     	10    	9     	6     	7     	10    	
Vardas733      Pavarde733     6     	7     	8     	2     	7     	7     	1     	5     	4     	2     	10    	1     	4     	10    	10    	7     	
Vardas734      Pavarde734     10    	9     	9     	10    	3     	4     	1     	10    	8     	7     	5     	5     	9     	9     	8     	5     	
Vardas735      Pavarde735     5     	5     	3     	10    	2     	4     	10    	9     	9     	10    	5     	9     	9     	5     	4     	7     	
Vardas736      Pavarde736     9     	10    	2     	7     	5     	6     	9     	6     	5     	2     	1     	4     	3     	3     	7     	1     	
Vardas737      Pavarde737     10    	9     	8     	7     	1     	8     	4     	10    	7     	6     	9     	5     	10    	9     	3     	4     	
Vardas738      Pavarde738     8     	1     	7     	7     	7     	7     	7     	6     	6     	8     	9     	10    	10    	7     	1     	9     	
Vardas739      Pavarde739     6     	6     	1     	9     	5     	9     	2     	3     	7     	5     	5     	10    	8     	7     	7     	6     	
Vardas740      Pavarde740     10    	6     	6     	8     	2     	3     	1     	6     	9     	6     	7     	10    	9     	4     	7     	4     	
Vardas741      Pavarde741     2     	10    	5     	4     	10    	7     	3     	8     	9     	3     	8     	7     	1     	9     	8     	4     	
Vardas742      Pavarde742     8     	4     	7     	5     	8     	2     	10    	9     	4     	8     	4     	5     	2     	6     	3     	6     	
Vardas743      Pavarde743     2     	1     	4     	5     	7     	1     	9     	5     	2     	3     	6     	8     	6     	2     	10    	3     	
Vardas744      Pavarde744     10    	10    	6     	2     	5     	5     	10    	6     	6     	5     	3     	9     	9     	8     	5     	2     	
Vardas745      Pavarde745     10    	5     	1     	5     	10    	6     	2     	1     	10    	9     	10    	9     	9     	6     	10    	3     	
Vardas746      Pavarde746     8     	2     	4     	4     	9     	9     	7     	1     	9     	4     	4     	1     	7     	1     	2     	2     	
Vardas747      Pavarde747     9     	2     	2     	9     	6     	3     	7     	3     	2     	6     	5     	3     	9     	8     	4     	8     	
Vardas748      Pavarde748     5     	3     	1     	10    	4     	3     	3     	1     	3     	8     	1     	4     	1     	1     	4     	1     	
Vardas749      Pavarde749     4     	2     	10    	5     	10    	5     	4     	4     	1     	3     	10    	1     	1     	2     	10    	4     	
Vardas750      Pavarde750     4     	9     	8     	4     	5     	6     	4     	5     	1     	10    	3     	4     	3     	6     	5     	10    	
Vardas751      Pavarde751     2     	10    	7     	6     	6     	4     	10    	8     	10    	1     	8     	10    	8     	1     	5     	7     	
Vardas752      Pavarde752     3     	8     	3     	3     	5     	5     	6     	2     	1     	4     	3     	4     	4     	4     	7     	3     	
Vardas753      Pavarde753     6     	8     	3     	7     	4     	3     	7     	6     	9     	7     	2     	7     	10    	9     	2     	3     	
Vardas754      Pavarde754     7     	2     	7     	10    	1     	5     	4     	4     	7     	2     	8     	1     	2     	1     	9     	5     	
Vardas755      Pavarde755     1     	5     	9     	9     	2     	8     	8     	7     	3     	9     	4     	2     	8     	4     	10    	9     	
Vardas756      Pavarde756     3     	8     	10    	2     	8     	7     	4     	10    	6     	1     	3     	8     	4     	8     	10    	3     	
Vardas757      Pavarde757     8     	9     	4     	10    	4     	8     	3     	4     	10    	10    	7     	3     	1     	4     	4     	9     	
Vardas758      Pavarde758     5     	5     	9     	9     	2     	6     	3     	9     	9     	2     	5     	4     	1     	10    	10    	9     	
Vardas759      Pavarde759     6     	8     	9     	9     	8     	1     	1     	3     	9     	5     	7     	4     	8     	1     	4     	9     	
Vardas760      Pavarde760     5     	1     	9     	8     	3     	5     	2     	3     	3     	9     	8     	2     	8     	8     	7     	7     	
Vardas761      Pavarde761     10    	9     	2     	9     	1     	2     	1     	6     	8     	10    	4     	1     	4     	4     	4     	10    	
Vardas762      Pavarde762     3     	9     	4     	10    	6     	6     	9     	10    	2     	4     	10    	3     	5     	5     	9     	5     	
Vardas763      Pavarde763     6     	1     	6     	4     	6     	6     	5     	9     	2     	6     	5     	10    	10    	9     	4     	3     	
Vardas764      Pavarde764     1     	8     	1     	8     	4     	4     	3     	10    	7     	8     	6     	9     	4     	8     	1     	8     	
Vardas765      Pavarde765     2     	3     	10    	4     	9     	8     	5     	7     	6     	7     	6     	4     	4     	5     	8     	3     	
Vardas766      Pavarde766     1     	3     	7     	5     	2     	1     	5     	4     	5     	10    	1     	3     	3     	1     	5     	3     	
Vardas767      Pavarde767     10    	1     	6     	5     	5     	2     	3     	8     	9     	1     	1     	5     	8     	5     	10    	4     	
Vardas768      Pavarde768     9     	10    	8     	2     	2     	9     	3     	8     	7     	7     	9     	8     	7     	1     	3     	6     	
Vardas769      Pavarde769     2     	7     	6     	6     	8     	6     	10    	8     	6     	1     	2     	10    	1     	8     	8     	2     	
Vardas770      Pavarde770     6     	6     	10    	3     	8     	5     	6     	4     	5     	9     	1     	4     	8     	5     	1     	3     	
Vardas771      Pavarde771     3     	1     	8     	6     	6     	5     	2     	1     	6     	6     	4     	8     	1     	5     	7     	6     	
Vardas772      Pavarde772     3     	4     	2     	9     	9     	7     	4     	3     	9     	6     	6     	8     	2     	8     	4     	8     	
Vardas773      Pavarde773     2     	6     	9     	7     	10    	3     	7     	9     	1     	6     	10    	10    	7     	2     	4     	4     	
Vardas774      Pavarde774     10    	2     	5     	5     	2     	5     	7     	4     	5     	7     	10    	9     	1     	5     	2     	4     	
Vardas775      Pavarde775     1     	5     	3     	8     	1     	2     	2     	5     	8     	4     	6     	4     	1     	4     	3     	9     	
Vardas776      Pavarde776     1     	6     	10    	1     	2     	10    	3     	6     	5     	3     	3     	3     	6     	5     	2     	6     	
Vardas777      Pavarde777     7     	9     	2     	10    	8     	7     	10    	10    	9     	8     	2     	10    	3     	1     	3     	5     	
Vardas778      Pavarde778     10    	8     	7     	5     	7     	3     	9     	2     	3     	4     	5     	9     	1     	2     	7     	4     	
Vardas779      Pavarde779     3     	8     	2     	8     	4     	7     	1     	4     	6     	4     	5     	2     	9     	9     	1     	10    	
Vardas780      Pavarde780     9     	8     	7     	2     	1     	5     	4     	7     	10    	1     	8     	6     	6     	4     	5     	5     	
Vardas781      Pavarde781     2     	2     	9     	1     	4     	1     	7     	8     	6     	1     	1     	6     	10    	6     	6     	7     	
Vardas782      Pavarde782     10    	2     	1     	10    	6     	2     	5     	7     	6     	4     	5     	8     	6     	7     	5     	3     	
Vardas783      Pavarde783     5     	3     	5     	4     	7     	4     	5     	1     	8     	2     	6     	2     	9     	6     	2     	10    	
Vardas784      Pavarde784     7     	6     	8     	1     	7     	7     	9     	5     	1     	10    	1     	3     	9     	5     	5     	9     	
Vardas785      Pavarde785     1     	7     	5     	5     	9     	7     	7     	8     	2     	7     	4     	4     	5     	6     	4     	6     	
Vardas786      Pavarde786     9     	9     	10    	5     	2     	4     	8     	3     	7     	7     	8     	3     	9     	4     	9     	5     	
Vardas787      Pavarde787     2     	8     	10    	1     	1     	4     	2     	7     	5     	6     	7     	10    	6     	3     	1     	1     	
Vardas788      Pavarde788     3     	3     	2     	2     	6     	10    	7     	9     	7     	4     	7     	5     	4     	5     	4     	7     	
Vardas789      Pavarde789     2     	3     	1     	4     	10    	5     	1     	5     	2     	10    	6     	1     	5     	5     	4     	10    	
Vardas790      Pavarde790     4     	9     	4     	7     	8     	3     	1     	2     	1     	6     	6     	1     	4     	10    	1     	1     	
Vardas791      Pavarde791     6     	6     	7     	5     	10    	6     	5     	5     	8     	7     	8     	1     	8     	6     	4     	3     	
Vardas792      Pavarde792     9     	7     	3     	6     	7     	5     	10    	3     	7     	10    	10    	4     	10    	5     	3     	10    	
Vardas793      Pavarde793     9     	1     	1     	4     	5     	3     	2     	10    	7     	3     	5     	10    	7     	2     	10    	2     	
Vardas794      Pavarde794     1     	2     	5     	4     	10    	5     	3     	8     	6     	8     	2     	2     	8     	3     	6     	1     	
Vardas795      Pavarde795     6     	6     	3     	4     	7     	10    	9     	1     	1     	3     	3     	9     	6     	7     	2     	4     	
Vardas796      Pavarde796     7     	6     	5     	6     	9     	7     	4     	1     	5     	5     	7     	3     	8     	6     	6     	3     	
Vardas797      Pavarde797     8     	5     	6     	4     	5     	2     	8     	5     	10    	8     	3     	4     	7     	1     	6     	4     	
Vardas798      Pavarde798     8     	6     	3     	2     	2     	6     	8     	4     	6     	6     	4     	10    	10    	7     	2     	1     	
Vardas799      Pavarde799     9     	9     	3     	6     	7     	5     	5     	4     	7     	2     	9     	10    	9     	10    	4     	5     	
Vardas800      Pavarde800     9     	7     	10    	6     	10    	10    	1     	7     	7     	7     	5     	3     	10    	5     	9     	7     	
Vardas801      Pavarde801     2     	6     	2     	7     	3     	2     	2     	5     	4     	6     	7     	4     	1     	9     	1     	4     	
Vardas802      Pavarde802     5     	10    	1     	4     	9     	8     	7     	2     	6     	4     	2     	3     	3     	8     	9     	1     	
Vardas803      Pavarde803     1     	7     	9     	6     	6     	5     	4     	9     	1     	7     	3     	3     	3     	1     	6     	1     	
Vardas804      Pavarde804     7     	1     	1     	4     	5     	6     	1     	8     	7     	4     	3     	9     	8     	1     	3     	6     	
Vardas805      Pavarde805     8     	6     	2     	4     	3     	10    	8     	3     	3     	8     	3     	4     	5     	6     	4     	3     	
Vardas806      Pavarde806     10    	3     	3     	8     	3     	1     	4     	2     	2     	8     	9     	10    	3     	5     	2     	3     	
Vardas807      Pavarde807     2     	6     	1     	7     	1     	1     	4     	7     	2     	3     	9     	2     	10    	4     	5     	6     	
Vardas808      Pavarde808     4     	6     	4     	10    	5     	3     	2     	9     	5     	4     	8     	1     	8     	2     	4     	1     	
Vardas809      Pavarde809     9     	5     	5     	2     	6     	8     	10    	6     	2     	9     	4     	2     	8     	1     	3     	9     	
Vardas810      Pavarde810     1     	5     	6     	8     	7     	1     	9     	2     	8     	2     	3     	3     	7     	4     	8     	2     	
Vardas811      Pavarde811     9     	5     	4     	3     	1     	5     	8     	8     	7     	1     	5     	8     	4     	2     	8     	3     	
Vardas812      Pavarde812     3     	6     	6     	10    	6     	3     	9     	3     	2     	2     	2     	9     	2     	1     	4     	4     	
Vardas813      Pavarde813     9     	1     	7     	2     	7     	3     	4     	6     	5     	3     	3     	7     	6     	5     	10    	6     	
Vardas814      Pavarde814     7     	2     	3     	10    	10    	10    	4     	5     	5     	1     	4     	7     	7     	10    	7     	2     	
Vardas815      Pavarde815     6     	4     	5     	9     	4     	9     	9     	7     	3     	7     	9     	10    	1     	9     	1     	10    	
Vardas816      Pavarde816     4     	3     	8     	8     	3     	3     	2     	8     	5     	3     	7     	1     	5     	9     	10    	1     	
Vardas817      Pavarde817     7     	3     	9     	9     	8     	4     	4     	4     	4     	3     	8     	10    	10    	10    	4     	4     	
Vardas818      Pavarde818     2     	2     	2     	6     	3     	10    	9     	5     	4     	5     	7     	8     	6     	10    	1     	10    	
Vardas819      Pavarde819     8     	6     	6     	1     	10    	3     	7     	5     	7     	9     	10    	2     	5     	10    	8     	4     	
Vardas820      Pavarde820     2     	10    	6     	8     	10    	5     	6     	7     	1     	2     	2     	10    	10    	1     	8     	2     	
Vardas821      Pavarde821     1     	9     	1     	1     	6     	2     	3     	2     	8     	2     	10    	6     	6     	7     	4     	1     	
Vardas822      Pavarde822     9     	2     	5     	4     	8     	3     	8     	4     	1     	3     	4     	5     	3     	3     	7     	9     	
Vardas823      Pavarde823     9     	5     	2     	1     	7     	4     	9     	10    	4     	7     	1     	6     	4     	8     	1     	5     	
Vardas824      Pavarde824     10    	5     	8     	3     	8     	3     	9     	1     	3     	7     	5     	10    	6     	5     	3     	7     	
Vardas825      Pavarde825     3     	3     	9     	8     	2     	1     	3     	7     	10    	8     	4     	3     	9     	6     	6     	4     	
Vardas826      Pavarde826     10    	5     	9     	3     	1     	9     	9     	2     	7     	6     	6     	1     	4     	9     	2     	5     	
Vardas827      Pavarde827     8     	8     	9     	6     	10    	4     	6     	7     	3     	7     	5     	2     	8     	7     	4     	6     	
Vardas828      Pavarde828     5     	8     	6     	7     	5     	10    	5     	5     	2     	3     	4     	8     	4     	6     	9     	5     	
Vardas829      Pavarde829     7     	2     	3     	1     	10    	2     	6     	9     	3     	10    	6     	7     	3     	4     	4     	5     	
Vardas830      Pavarde830     9     	5     	8     	7     	4     	5     	7     	1     	10    	5     	2     	9     	10    	4     	7     	6     	
Vardas831      Pavarde831     10    	8     	9     	7     	6     	1     	6     	7     	1     	1     	10    	1     	8     	6     	10    	10    	
Vardas832      Pavarde832     5     	8     	5     	7     	1     	6     	1     	5     	1     	4     	10    	3     	5     	7     	6     	5     	
Vardas833      Pavarde833     8     	10    	8     	6     	5     	10    	9     	3     	9     	7     	9     	3     	8     	4     	3     	10    	
Vardas834      Pavarde834     2     	5     	7     	6     	5     	3     	7     	6     	8     	1     	4     	7     	4     	8     	2     	7     	
Vardas835      Pavarde835     10    	10    	3     	8     	5     	4     	3     	10    	8     	6     	6     	10    	9     	1     	8     	3     	
Vardas836      Pavarde836     6     	3     	9     	8     	9     	9     	7     	1     	10    	6     	3     	8     	5     	1     	9     	6     	
Vardas837      Pavarde837     6     	10    	2     	4     	8     	10    	4     	1     	2     	7     	3     	3     	7     	3     	3     	1     	
Vardas838      Pavarde838     6     	3     	9     	7     	10    	8     	4     	5     	7     	3     	7     	2     	6     	8     	5     	10    	
Vardas839      Pavarde839     10    	5     	9     	4     	4     	4     	3     	3     	3     	3     	1     	9     	4     	1     	1     	5     	
Vardas840      Pavarde840     6     	7     	6     	3     	4     	10    	10    	3     	1     	2     	8     	7     	9     	10    	10    	1     	
Vardas841      Pavarde841     6     	6     	10    	4     	1     	8     	8     	6     	10    	5     	6     	2     	4     	3     	1     	3     	
Vardas842      Pavarde842     5     	3     	4     	4     	5     	3     	4     	6     	7     	7     	10    	6     	9     	1     	3     	8     	
Vardas843      Pavarde843     10    	10    	5     	6     	1     	5     	8     	1     	8     	8     	9     	9     	7     	6     	9     	8     	
Vardas844      Pavarde844     7     	5     	8     	8     	3     	5     	2     	10    	2     	4     	9     	10    	7     	9     	4     	2     	
Vardas845      Pavarde845     4     	4     	7     	2     	6     	2     	5     	2     	2     	7     	8     	6     	10    	10    	2     	9     	
Vardas846      Pavarde846     6     	1     	5     	4     	5     	2     	7     	9     	8     	7     	4     	8     	4     	7     	3     	9     	
Vardas847      Pavarde847     8     	10    	1     	3     	5     	2     	1     	1     	1     	4     	2     	10    	1     	4     	10    	9     	
Vardas848      Pavarde848     6     	9     	10    	5     	3     	10    	6     	8     	7     	9     	7     	9     	8     	5     	10    	4     	
Vardas849      Pavarde849     10    	4     	3     	6     	3     	7     	8     	7     	6     	9     	4     	4     	3     	8     	10    	1     	
Vardas850      Pavarde850     4     	2     	6     	10    	7     	6     	4     	7     	6     	3     	9     	2     	10    	8     	6     	5     	
Vardas851      Pavarde851     1     	2     	10    	10    	10    	8     	4     	2     	6     	6     	7     	6     	9     	7     	3     	6     	
Vardas852      Pavarde852     2     	1     	1     	7     	9     	10    	10    	3     	2     	1     	9     	2     	9     	8     	6     	7     	
Vardas853      Pavarde853     10    	9     	7     	5     	9     	3     	5     	1     	2     	7     	3     	9     	1     	10    	5     	4     	
Vardas854      Pavarde854     4     	2     	6     	1     	5     	4     	7     	5     	4     	3     	4     	2     	8     	4     	5     	1     	
Vardas855      Pavarde855     9     	8     	4     	2     	9     	8     	7     	10    	10    	5     	6     	9     	7     	1     	4     	1     	
Vardas856      Pavarde856     8     	4     	7     	9     	8     	5     	3     	1     	9     	9     	8     	7     	10    	5     	7     	3     	
Vardas857      Pavarde857     4     	8     	6     	4     	10    	7     	9     	10    	8     	7     	2     	3     	9     	9     	6     	1     	
Vardas858      Pavarde858     9     	10    	7     	6     	5     	2     	2     	9     	6     	8     	8     	9     	3     	7     	10    	5     	
Vardas859      Pavarde859     3     	6     	5     	9     	2     	7     	2     	7     	6     	9     	6     	9     	3     	10    	9     	10    	
Vardas860      Pavarde860     5     	6     	7     	6     	3     	7     	2     	5     	10    	2     	4     	6     	9     	5     	10    	4     	
Vardas861      Pavarde861     6     	8     	2     	6     	2     	10    	8     	5     	5     	8     	6     	4     	4     	8     	2     	10    	
Vardas862      Pavarde862     3     	6     	8     	10    	4     	3     	7     	7     	9     	2     	3     	5     	10    	9     	5     	4     	
Vardas863      Pavarde863     7     	5     	10    	3     	9     	6     	1     	10    	8     	6     	1     	8     	4     	5     	4     	9     	
Vardas864      Pavarde864     6     	6     	3     	5     	5     	8     	6     	10    	1     	4     	1     	4     	8     	5     	8     	6     	
Vardas865      Pavarde865     10    	4     	5     	5     	7     	6     	1     	3     	5     	8     	6     	10    	1     	3     	4     	9     	
Vardas866      Pavarde866     4     	9     	6     	6     	10    	10    	7     	1     	10    	5     	7     	3     	2     	6     	10    	8     	
Vardas867      Pavarde867     4     	9     	3     	10    	9     	9     	3     	4     	2     	6     	2     	3     	2     	1     	9     	5     	
Vardas868      Pavarde868     1     	10    	7     	4     	8     	7     	7     	8     	7     	6     	6     	2     	9     	4     	5     	5     	
Vardas869      Pavarde869     3     	9     	2     	9     	1     	6     	6     	3     	4     	10    	4     	3     	8     	3     	3     	2     	
Vardas870      Pavarde870     1     	3     	5     	1     	6     	9     	10    	2     	6     	4     	7     	2     	6     	3     	7     	1     	
Vardas871      Pavarde871     9     	4     	10    	4     	6     	4     	10    	6     	9     	8     	2     	5     	2     	8     	10    	10    	
Vardas872      Pavarde872     4     	10    	7     	2     	1     	7     	1     	2     	1     	8     	6     	9     	5     	4     	9     	6     	
Vardas873      Pavarde873     4     	1     	10    	7     	3     	9     	7     	2     	1     	4     	3     	7     	10    	1     	3     	9     	
Vardas874      Pavarde874     9     	3     	8     	10    	3     	3     	2     	9     	7     	5     	10    	4     	8     	10    	10    	7     	
Vardas875      Pavarde875     2     	3     	1     	7     	2     	4     	3     	4     	7     	8     	2     	4     	9     	10    	1     	10    	
Vardas876      Pavarde876     8     	10    	7     	10    	6     	2     	5     	4     	2     	9     	8     	7     	7     	4     	10    	5     	
Vardas877      Pavarde877     5     	10    	10    	1     	1     	8     	6     	7     	2     	10    	8     	8     	9     	5     	2     	6     	
Vardas878      Pavarde878     4     	5     	3     	7     	8     	10    	7     	9     	10    	4     	2     	10    	5     	7     	6     	7     	
Vardas879      Pavarde879     10    	8     	3     	1     	7     	2     	1     	1     	1     	9     	2     	9     	3     	2     	1     	6     	
Vardas880      Pavarde880     10    	7     	1     	4     	1     	4     	10    	3     	3     	8     	1     	1     	1     	6     	4     	8     	
Vardas881      Pavarde881     3     	9     	8     	3     	6     	3     	9     	9     	6     	2     	5     	1     	7     	7     	3     	6     	
Vardas882      Pavarde882     10    	4     	1     	4     	6     	3     	10    	7     	1     	4     	7     	1     	1     	2     	10    	2     	
Vardas883      Pavarde883     5     	8     	7     	5     	8     	10    	7     	5     	3     	6     	1     	8     	2     	5     	10    	5     	
Vardas884      Pavarde884     3     	3     	8     	8     	10    	10    	7     	10    	10    	9     	8     	2     	9     	7     	7     	8     	
Vardas885      Pavarde885     2     	4     	8     	1     	2     	3     	10    	6     	9     	6     	9     	6     	9     	9     	5     	4     	
Vardas886      Pavarde886     5     	6     	1     	6     	10    	9     	3     	5     	2     	10    	5     	9     	10    	5     	8     	7     	
Vardas887      Pavarde887     3     	8     	9     	9     	7     	2     	2     	6     	10    	5     	10    	5     	7     	7     	5     	9     	
Vardas888      Pavarde888     9     	8     	6     	2     	9     	2     	4     	10    	2     	7     	9     	10    	9     	10    	2     	4     	
Vardas889      Pavarde889     2     	2     	7     	6     	2     	5     	5     	5     	9     	7     	1     	7     	3     	6     	8     	5     	
Vardas890      Pavarde890     8     	10    	5     	9     	5     	3     	5     	2     	6     	7     	7     	1     	8     	8     	10    	5     	
Vardas891      Pavarde891     5     	10    	8     	1     	10    	5     	9     	7     	3     	1     	1     	6     	3     	1     	5     	4     	
Vardas892      Pavarde892     6     	7     	1     	9     	9     	8     	8     	1     	6     	8     	4     	10    	8     	3     	5     	4     	
Vardas893      Pavarde893     6     	6     	8     	4     	8     	1     	9     	9     	1     	4     	10    	10    	10    	1     	3     	1     	
Vardas894      Pavarde894     3     	1     	9     	6     	4     	7     	10    	9     	8     	3     	2     	2     	6     	3     	7     	9     	
Vardas895      Pavarde895     5     	3     	2     	8     	5     	3     	3     	1     	1     	1     	2     	5     	8     	4     	3     	6     	
